view,method,run,episode,score,best_score,distance_integral_score,training_return,cfd_steps,teacher_cfd_steps,cumulative_cfd_steps,candidate,iteration
cost,BC-PPO,1,226,-14.192291746076831,-9.571096883300225,-14.192291746076831,-17.031953946085597,3235,131053,2304408,,
cost,BC-PPO,1,227,-11.690463861270104,-9.571096883300225,-11.690463861270104,-13.97175139882432,10431,131053,2314839,,
cost,BC-PPO,1,228,-11.894612956882174,-9.571096883300225,-11.894612956882174,-14.218530594050307,11118,131053,2325957,,
cost,BC-PPO,1,229,-11.609676983540314,-9.571096883300225,-11.609676983540314,-13.8747960917968,10866,131053,2336823,,
cost,BC-PPO,1,230,-11.165247364375558,-9.571096883300225,-11.165247364375558,-13.332202627378598,11382,131053,2348205,,
cost,BC-PPO,1,231,-11.404762802654908,-9.571096883300225,-11.404762802654908,-13.609549319273436,10541,131053,2358746,,
cost,BC-PPO,1,232,-10.76134147990253,-9.571096883300225,-10.76134147990253,-12.833102698009691,11346,131053,2370092,,
cost,BC-PPO,1,233,-14.090461465833167,-9.571096883300225,-14.090461465833167,-16.907992099146583,3267,131053,2373359,,
cost,BC-PPO,1,234,-10.548365572494637,-9.571096883300225,-10.548365572494637,-12.573285758511398,11757,131053,2385116,,
cost,BC-PPO,1,235,-13.91704114025939,-9.571096883300225,-13.91704114025939,-16.692013476735024,4742,131053,2389858,,
cost,BC-PPO,1,236,-14.028950228771237,-9.571096883300225,-14.028950228771237,-16.83419345498017,3898,131053,2393756,,
cost,BC-PPO,1,237,-14.142047323134829,-9.571096883300225,-14.142047323134829,-16.97095623217118,3276,131053,2397032,,
cost,BC-PPO,1,238,-14.275214582205031,-9.571096883300225,-14.275214582205031,-17.1317780174103,3007,131053,2400039,,
cost,BC-PPO,1,239,-14.287240155324008,-9.571096883300225,-14.287240155324008,-17.14664201525419,2795,131053,2402834,,
cost,BC-PPO,1,240,-11.717794204119322,-9.571096883300225,-11.717794204119322,-13.999786189112422,10201,131053,2413035,,
cost,BC-PPO,1,241,-11.996565028834272,-9.571096883300225,-11.996565028834272,-14.33499374918576,10121,131053,2423156,,
cost,BC-PPO,1,242,-14.273945600042135,-9.571096883300225,-14.273945600042135,-17.13028890178058,3128,131053,2426284,,
cost,BC-PPO,1,243,-14.22475986060793,-9.571096883300225,-14.22475986060793,-17.07091047674935,2945,131053,2429229,,
cost,BC-PPO,1,244,-12.03889185377884,-9.571096883300225,-12.03889185377884,-14.386537912829688,10253,131053,2439482,,
cost,BC-PPO,1,245,-14.293779293925253,-9.571096883300225,-14.293779293925253,-17.154676581327266,2860,131053,2442342,,
cost,BC-PPO,1,246,-14.348307575494616,-9.571096883300225,-14.348307575494616,-17.220520168139295,2870,131053,2445212,,
cost,BC-PPO,1,247,-14.32188680629583,-9.571096883300225,-14.32188680629583,-17.188554777072405,2860,131053,2448072,,
cost,BC-PPO,1,248,-14.193996179686486,-9.571096883300225,-14.193996179686486,-17.033648270747346,3204,131053,2451276,,
cost,BC-PPO,1,249,-11.941805243356663,-9.571096883300225,-11.941805243356663,-14.273909683828755,10145,131053,2461421,,
cost,BC-PPO,1,250,-12.263257571379025,-9.571096883300225,-12.263257571379025,-14.662335632945945,9977,131053,2471398,,
cost,BC-PPO,1,251,-11.940821019763519,-9.571096883300225,-11.940821019763519,-14.278397742726822,10675,131053,2482073,,
cost,BC-PPO,1,252,-14.280114672049336,-9.571096883300225,-14.280114672049336,-17.138148551002104,2867,131053,2484940,,
cost,BC-PPO,1,253,-14.04416704029272,-9.571096883300225,-14.04416704029272,-16.851368253998277,3369,131053,2488309,,
cost,BC-PPO,1,254,-14.238749887186907,-9.571096883300225,-14.238749887186907,-17.088425894005855,3212,131053,2491521,,
cost,BC-PPO,1,255,-11.55036921903974,-9.571096883300225,-11.55036921903974,-13.804598096319332,10777,131053,2502298,,
cost,BC-PPO,1,256,-12.698196886245253,-9.571096883300225,-12.698196886245253,-15.200105218204326,9804,131053,2512102,,
cost,BC-PPO,1,257,-12.662328698807592,-9.571096883300225,-12.662328698807592,-15.160718689649784,9502,131053,2521604,,
cost,BC-PPO,1,258,-13.299642587267613,-9.571096883300225,-13.299642587267613,-15.93590470133939,9310,131053,2530914,,
cost,BC-PPO,1,259,-14.227391530265644,-9.571096883300225,-14.227391530265644,-17.07432170777935,3114,131053,2534028,,
cost,BC-PPO,1,260,-11.926118567149704,-9.571096883300225,-11.926118567149704,-14.278925100418888,10769,131053,2544797,,
cost,BC-PPO,1,261,-13.159364913119749,-9.571096883300225,-13.159364913119749,-15.760271537569636,9897,131053,2554694,,
cost,BC-PPO,1,262,-12.575691568842082,-9.571096883300225,-12.575691568842082,-15.067156073334331,9232,131053,2563926,,
cost,BC-PPO,1,263,-13.251511705068777,-9.571096883300225,-13.251511705068777,-15.884570711894746,9415,131053,2573341,,
cost,BC-PPO,1,264,-12.094049786370935,-9.571096883300225,-12.094049786370935,-14.486420638568703,9906,131053,2583247,,
cost,BC-PPO,1,265,-12.278391385442223,-9.571096883300225,-12.278391385442223,-14.708155223223232,9554,131053,2592801,,
cost,BC-PPO,1,266,-13.294106802652614,-9.571096883300225,-13.294106802652614,-15.924493504649536,10127,131053,2602928,,
cost,BC-PPO,1,267,-11.437024875878315,-9.571096883300225,-11.437024875878315,-13.689880680831132,10606,131053,2613534,,
cost,BC-PPO,1,268,-12.137140425934213,-9.571096883300225,-12.137140425934213,-14.536983326684892,10200,131053,2623734,,
cost,BC-PPO,1,269,-13.096283502720476,-9.571096883300225,-13.096283502720476,-15.692631762234274,9540,131053,2633274,,
cost,BC-PPO,1,270,-12.608219862731179,-9.571096883300225,-12.608219862731179,-15.118408170704747,9925,131053,2643199,,
cost,BC-PPO,1,271,-12.33229133966034,-9.571096883300225,-12.33229133966034,-14.770411648309686,9768,131053,2652967,,
cost,BC-PPO,1,272,-12.081287664126858,-9.571096883300225,-12.081287664126858,-14.467521067604428,10075,131053,2663042,,
cost,BC-PPO,1,273,-12.02608314093149,-9.571096883300225,-12.02608314093149,-14.395666374788394,9874,131053,2672916,,
cost,BC-PPO,1,274,-12.562868152319618,-9.571096883300225,-12.562868152319618,-15.04823796067613,9338,131053,2682254,,
cost,BC-PPO,1,275,-12.590608564702467,-9.571096883300225,-12.590608564702467,-15.074427752003157,10412,131053,2692666,,
cost,BC-PPO,1,276,-12.97114301822323,-9.571096883300225,-12.97114301822323,-17.553598813845934,11035,131053,2703701,,
cost,BC-PPO,1,277,-11.710522617570097,-9.571096883300225,-11.710522617570097,-14.023115127921525,10282,131053,2713983,,
cost,BC-PPO,1,278,-12.249893336885703,-9.571096883300225,-12.249893336885703,-14.67016293980437,9443,131053,2723426,,
cost,BC-PPO,1,279,-11.957206369222185,-9.571096883300225,-11.957206369222185,-14.319866298736015,10446,131053,2733872,,
cost,BC-PPO,1,280,-11.71318137664013,-9.571096883300225,-11.71318137664013,-14.025249828959659,10133,131053,2744005,,
cost,BC-PPO,1,281,-11.400017998862054,-9.571096883300225,-11.400017998862054,-13.65035278225224,10478,131053,2754483,,
cost,BC-PPO,1,282,-12.998975108351823,-9.571096883300225,-12.998975108351823,-15.590662593565215,9526,131053,2764009,,
cost,BC-PPO,1,283,-12.804308209806152,-9.571096883300225,-12.804308209806152,-15.351224138769712,9655,131053,2773664,,
cost,BC-PPO,1,284,-12.457444042008923,-9.571096883300225,-12.457444042008923,-14.930813033841392,9663,131053,2783327,,
cost,BC-PPO,1,285,-13.474589534109647,-9.571096883300225,-13.474589534109647,-16.16504252881071,9059,131053,2792386,,
cost,BC-PPO,1,286,-13.659106802071015,-9.571096883300225,-13.659106802071015,-16.389120692645598,9304,131053,2801690,,
cost,BC-PPO,1,287,-13.46616956006667,-9.571096883300225,-13.46616956006667,-16.1563160947005,9348,131053,2811038,,
cost,BC-PPO,1,288,-13.660759285981499,-9.571096883300225,-13.660759285981499,-16.38199856145544,9862,131053,2820900,,
cost,BC-PPO,1,289,-13.606488230516266,-9.571096883300225,-13.606488230516266,-16.337558731214013,8891,131053,2829791,,
cost,BC-PPO,1,290,-13.656683830300405,-9.571096883300225,-13.656683830300405,-16.386308230105836,8876,131053,2838667,,
cost,BC-PPO,1,291,-14.282727198693804,-9.571096883300225,-14.282727198693804,-17.1410001549003,2731,131053,2841398,,
cost,BC-PPO,1,292,-13.868698568502133,-9.571096883300225,-13.868698568502133,-16.644827714483938,9011,131053,2850409,,
cost,BC-PPO,1,293,-13.180926457583528,-9.571096883300225,-13.180926457583528,-15.807599790791393,8930,131053,2859339,,
cost,BC-PPO,1,294,-13.623907085598699,-9.571096883300225,-13.623907085598699,-16.344940298752675,8698,131053,2868037,,
cost,BC-PPO,1,295,-12.822719952439016,-9.571096883300225,-12.822719952439016,-15.377886140924929,10105,131053,2878142,,
cost,BC-PPO,1,296,-13.391442994796545,-9.571096883300225,-13.391442994796545,-16.06171833111588,9251,131053,2887393,,
cost,BC-PPO,1,297,-13.404169424528778,-9.571096883300225,-13.404169424528778,-16.07602702608979,9235,131053,2896628,,
cost,BC-PPO,1,298,-13.558356189109102,-9.571096883300225,-13.558356189109102,-16.260100759092353,9673,131053,2906301,,
cost,BC-PPO,1,299,-12.781651663631946,-9.571096883300225,-12.781651663631946,-15.322376204055168,9462,131053,2915763,,
cost,BC-PPO,1,300,-12.756045556373822,-9.571096883300225,-12.756045556373822,-15.300937913021258,9817,131053,2925580,,
cost,BC-PPO,1,301,-13.573467156899138,-9.571096883300225,-13.573467156899138,-16.281312699466792,10156,131053,2935736,,
cost,BC-PPO,1,302,-12.21483705275935,-9.571096883300225,-12.21483705275935,-14.632083286797517,9484,131053,2945220,,
cost,BC-PPO,1,303,-12.187067356511399,-9.571096883300225,-12.187067356511399,-14.618595369733736,9811,131053,2955031,,
cost,BC-PPO,1,304,-12.350849949946664,-9.571096883300225,-12.350849949946664,-14.804841233055324,9663,131053,2964694,,
cost,BC-PPO,1,305,-12.20987534573419,-9.571096883300225,-12.20987534573419,-14.637745298192382,9761,131053,2974455,,
cost,BC-PPO,1,306,-12.642352188727383,-9.571096883300225,-12.642352188727383,-15.162952908863756,9773,131053,2984228,,
cost,BC-PPO,1,307,-12.596770503263988,-9.571096883300225,-12.596770503263988,-15.106710016678184,9726,131053,2993954,,
cost,BC-PPO,1,308,-12.32604365044861,-9.571096883300225,-12.32604365044861,-14.77757885848812,9667,131053,3003621,,
cost,BC-PPO,1,309,-12.799222815013632,-9.571096883300225,-12.799222815013632,-15.351806077028764,9556,131053,3013177,,
cost,BC-PPO,1,310,-11.942326894010268,-9.571096883300225,-11.942326894010268,-14.312924135450642,10256,131053,3023433,,
cost,BC-PPO,1,311,-11.979624849427978,-9.571096883300225,-11.979624849427978,-14.34588667718884,10158,131053,3033591,,
cost,BC-PPO,1,312,-12.738556499604693,-9.571096883300225,-12.738556499604693,-15.280605284228962,9391,131053,3042982,,
cost,BC-PPO,1,313,-11.750513884213003,-9.571096883300225,-11.750513884213003,-14.080793767671416,10440,131053,3053422,,
cost,BC-PPO,1,314,-12.491806158225664,-9.571096883300225,-12.491806158225664,-14.975196097981708,9843,131053,3063265,,
cost,BC-PPO,1,315,-12.57249835488947,-9.571096883300225,-12.57249835488947,-15.071923962303899,9098,131053,3072363,,
cost,BC-PPO,1,316,-11.884707365714204,-9.571096883300225,-11.884707365714204,-14.235359810613074,10105,131053,3082468,,
cost,BC-PPO,1,317,-12.207212915140527,-9.571096883300225,-12.207212915140527,-14.629453391603375,9474,131053,3091942,,
cost,BC-PPO,1,318,-12.55113992627102,-9.571096883300225,-12.55113992627102,-15.038827023378694,9096,131053,3101038,,
cost,BC-PPO,1,319,-12.531112541085207,-9.571096883300225,-12.531112541085207,-15.016657647499342,9061,131053,3110099,,
cost,BC-PPO,1,320,-12.415064630754461,-9.571096883300225,-12.415064630754461,-14.872632858903401,9799,131053,3119898,,
cost,BC-PPO,1,321,-12.99009103352401,-9.571096883300225,-12.99009103352401,-15.578993021666271,9379,131053,3129277,,
cost,BC-PPO,1,322,-12.29913408140895,-9.571096883300225,-12.29913408140895,-14.728896047445138,9165,131053,3138442,,
cost,BC-PPO,1,323,-10.911062294398274,-9.571096883300225,-10.911062294398274,-13.033542555721333,10693,131053,3149135,,
cost,BC-PPO,1,324,-11.917312177069274,-9.571096883300225,-11.917312177069274,-14.270525405392533,9887,131053,3159022,,
cost,BC-PPO,1,325,-11.459938130225233,-9.571096883300225,-11.459938130225233,-13.706906956940912,10144,131053,3169166,,
cost,BC-PPO,1,326,-12.413745731665136,-9.571096883300225,-12.413745731665136,-14.882266566178455,9535,131053,3178701,,
cost,BC-PPO,1,327,-11.486180559296093,-9.571096883300225,-11.486180559296093,-13.729581280896754,10382,131053,3189083,,
cost,BC-PPO,1,328,-11.685712885630414,-9.571096883300225,-11.685712885630414,-14.001780577613214,9747,131053,3198830,,
cost,BC-PPO,1,329,-11.021350557063194,-9.571096883300225,-11.021350557063194,-13.183113920371355,10565,131053,3209395,,
cost,BC-PPO,1,330,-11.17435338221782,-9.571096883300225,-11.17435338221782,-13.362701450003343,10415,131053,3219810,,
cost,BC-PPO,1,331,-10.299760884348254,-9.571096883300225,-10.299760884348254,-12.306097945291555,11006,131053,3230816,,
cost,BC-PPO,1,332,-10.799086530669214,-9.571096883300225,-10.799086530669214,-12.900469389741048,10653,131053,3241469,,
cost,BC-PPO,1,333,-10.823095904796208,-9.571096883300225,-10.823095904796208,-12.931540394222292,10876,131053,3252345,,
cost,BC-PPO,1,334,-10.84315445896361,-9.571096883300225,-10.84315445896361,-12.947697776965187,10989,131053,3263334,,
cost,BC-PPO,1,335,-10.86733918977314,-9.571096883300225,-10.86733918977314,-12.986288407037234,10446,131053,3273780,,
cost,BC-PPO,1,336,-11.383015781405344,-9.571096883300225,-11.383015781405344,-13.604723542579404,10067,131053,3283847,,
cost,BC-PPO,1,337,-10.441599410063933,-9.571096883300225,-10.441599410063933,-12.449938541146116,11200,131053,3295047,,
cost,BC-PPO,1,338,-10.767400140801325,-9.571096883300225,-10.767400140801325,-12.842633722750104,10736,131053,3305783,,
cost,BC-PPO,1,339,-10.648952201247035,-9.571096883300225,-10.648952201247035,-12.703345341499363,10897,131053,3316680,,
cost,BC-PPO,1,340,-11.433727802191344,-9.571096883300225,-11.433727802191344,-13.662778029193401,10256,131053,3326936,,
cost,BC-PPO,1,341,-10.611503071116593,-9.571096883300225,-10.611503071116593,-12.658765532450003,10894,131053,3337830,,
cost,BC-PPO,1,342,-10.103830199833219,-9.571096883300225,-10.103830199833219,-12.012767621467079,11698,131053,3349528,,
cost,BC-PPO,1,343,-11.681741971124303,-9.571096883300225,-11.681741971124303,-13.947436361168332,11111,131053,3360639,,
cost,BC-PPO,1,344,-12.349483161907724,-9.571096883300225,-12.349483161907724,-14.785457563440946,9691,131053,3370330,,
cost,BC-PPO,1,345,-11.78020189757272,-9.571096883300225,-11.78020189757272,-14.085844906782993,10083,131053,3380413,,
cost,BC-PPO,1,346,-12.566141309714391,-9.571096883300225,-12.566141309714391,-15.055965374830796,9913,131053,3390326,,
cost,BC-PPO,1,347,-11.664857829585527,-9.571096883300225,-11.664857829585527,-13.946881443505692,10591,131053,3400917,,
cost,BC-PPO,1,348,-11.581960097219719,-9.571096883300225,-11.581960097219719,-13.846170035947683,10569,131053,3411486,,
cost,BC-PPO,1,349,-11.866221358087174,-9.571096883300225,-11.866221358087174,-14.19520515235391,10669,131053,3422155,,
cost,BC-PPO,1,350,-12.192229025307489,-9.571096883300225,-12.192229025307489,-14.59179243590101,9961,131053,3432116,,
cost,BC-PPO,1,351,-14.130834179888527,-9.571096883300225,-14.130834179888527,-16.956860474746183,3045,131053,3435161,,
cost,BC-PPO,1,352,-11.36373602094634,-9.571096883300225,-11.36373602094634,-13.559780561014517,10991,131053,3446152,,
cost,BC-PPO,1,353,-12.836768914363368,-9.571096883300225,-12.836768914363368,-15.36564449119043,9951,131053,3456103,,
cost,BC-PPO,1,354,-12.965521175335121,-9.571096883300225,-12.965521175335121,-15.530092550932212,9930,131053,3466033,,
cost,BC-PPO,1,355,-11.940661207340279,-9.571096883300225,-11.940661207340279,-14.283621495650731,10481,131053,3476514,,
cost,BC-PPO,1,356,-10.533070634241376,-9.571096883300225,-10.533070634241376,-12.544993436946784,11223,131053,3487737,,
cost,BC-PPO,1,357,-10.992924171227013,-9.571096883300225,-10.992924171227013,-13.105336609625798,11026,131053,3498763,,
cost,BC-PPO,1,358,-12.874322298147309,-9.571096883300225,-12.874322298147309,-15.417362756573791,10068,131053,3508831,,
cost,BC-PPO,1,359,-9.960449655741712,-9.571096883300225,-9.960449655741712,-11.874164266065735,19157,131053,3527988,,
cost,BC-PPO,1,360,-6.67413367634977,-6.67413367634977,-6.67413367634977,-9.659880302315802,28032,131053,3556020,,
cost,BC-PPO,1,361,-8.781371290402138,-6.67413367634977,-8.781371290402138,-12.358362219662853,18325,131053,3574345,,
cost,BC-PPO,1,362,-15.111665609511421,-6.67413367634977,-15.111665609511421,-20.17558281011526,8738,131053,3583083,,
cost,BC-PPO,1,363,-7.85983031800629,-6.67413367634977,-7.85983031800629,-11.15299237925792,15227,131053,3598310,,
cost,BC-PPO,1,364,-14.671803604297743,-6.67413367634977,-14.671803604297743,-17.652557516817463,9138,131053,3607448,,
cost,BC-PPO,1,365,-14.114772890872045,-6.67413367634977,-14.114772890872045,-16.937839064530806,2887,131053,3610335,,
cost,BC-PPO,1,366,-9.303315634217007,-6.67413367634977,-9.303315634217007,-12.988610894010039,15963,131053,3626298,,
cost,BC-PPO,1,367,-13.276910622316928,-6.67413367634977,-13.276910622316928,-15.911845956685504,8923,131053,3635221,,
cost,BC-PPO,1,368,-9.379627081392037,-6.67413367634977,-9.379627081392037,-11.061296929143742,15178,131053,3650399,,
cost,BC-PPO,1,369,-6.767313424147914,-6.67413367634977,-6.767313424147914,-9.766964540474133,15631,131053,3666030,,
cost,BC-PPO,1,370,-15.354813225330286,-6.67413367634977,-15.354813225330286,-18.488971114033202,8920,131053,3674950,,
cost,BC-PPO,1,371,-11.927361680048834,-6.67413367634977,-11.927361680048834,-14.244011609283964,10678,131053,3685628,,
cost,BC-PPO,1,372,-6.613461281098958,-6.613461281098958,-6.613461281098958,-9.622897431750673,23324,131053,3708952,,
cost,BC-PPO,1,373,-7.8895827847765,-6.613461281098958,-7.8895827847765,-11.22828900564234,14840,131053,3723792,,
cost,BC-PPO,1,374,-5.537231365363613,-5.537231365363613,-5.537231365363613,-8.252730999641926,16073,131053,3739865,,
cost,BC-PPO,1,375,-5.308963245671206,-5.308963245671206,-5.308963245671206,-7.891402210928796,18955,131053,3758820,,
cost,BC-PPO,1,376,-14.332320362107856,-5.308963245671206,-14.332320362107856,-17.201303490491362,2663,131053,3761483,,
cost,BC-PPO,1,377,-8.097135896837958,-5.308963245671206,-8.097135896837958,-11.476976811462503,18592,131053,3780075,,
cost,BC-PPO,1,378,-8.998946032453848,-5.308963245671206,-8.998946032453848,-12.732279986708642,21603,131053,3801678,,
cost,BC-PPO,1,379,-13.274709416555195,-5.308963245671206,-13.274709416555195,-15.917856728686926,9070,131053,3810748,,
cost,BC-PPO,1,380,-13.84092752620709,-5.308963245671206,-13.84092752620709,-18.608406942649196,2267,131053,3813015,,
cost,BC-PPO,1,381,-14.22499093633914,-5.308963245671206,-14.22499093633914,-17.07124414495035,2892,131053,3815907,,
